"111111110000000"
ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
8085_at	0.6586932	2.56e-01	1.19	-7.21146	6.51e-02	8085	myeloid/lymphoid or mixed-lineage leukemia 2
89846_at	0.6588303	2.56e-01	1.19	-7.21176	2.23e-02	89846	FYVE, RhoGEF and PH domain containing 3
79827_at	0.6588303	2.56e-01	1.19	-7.21191	2.23e-02	79827	adipocyte-specific adhesion molecule
54857_at	0.6588303	2.56e-01	1.19	-7.21195	7.69e-02	54857	glycerophosphodiester phosphodiesterase domain containing 2
9529_at	0.6590049	2.57e-01	-1.19	-7.21235	-4.53e-02	9529	BCL2-associated athanogene 5
91782_at	0.6590049	2.57e-01	1.18	-7.21252	1.71e-01	91782	CHMP family, member 7
4958_at	0.6590049	2.57e-01	1.18	-7.21268	5.69e-02	4958	osteomodulin
30848_at	0.6590049	2.57e-01	1.18	-7.21275	1.45e-02	30848	cancer/testis antigen 2
55653_at	0.6590049	2.57e-01	-1.18	-7.21275	-1.92e-03	55653	breast carcinoma amplified sequence 4
6723_at	0.6590049	2.57e-01	1.18	-7.21284	1.43e-01	6723	spermidine synthase
23613_at	0.6590049	2.57e-01	1.18	-7.21292	3.44e-01	23613	zinc finger, MYND-type containing 8
1555_at	0.6590244	2.57e-01	1.18	-7.21313	2.58e-01	1555	cytochrome P450, family 2, subfamily B, polypeptide 6
9260_at	0.6590244	2.57e-01	1.18	-7.21316	1.94e-03	9260	PDZ and LIM domain 7 (enigma)
256933_at	0.6591532	2.57e-01	-1.18	-7.21342	-1.25e-02	256933	neuropeptide B
348932_at	0.6595411	2.57e-01	1.18	-7.21415	2.94e-02	348932	solute carrier family 6, member 18
79018_at	0.6595411	2.57e-01	-1.18	-7.21423	-1.54e-02	79018	chromosome 17 open reading frame 39
2328_at	0.6595411	2.57e-01	-1.18	-7.21426	-6.71e-02	2328	flavin containing monooxygenase 3
1742_at	0.6595411	2.57e-01	-1.18	-7.21461	-2.04e-02	1742	discs, large homolog 4 (Drosophila)
1606_at	0.6595411	2.57e-01	-1.18	-7.21463	-5.68e-03	1606	diacylglycerol kinase, alpha 80kDa
283152_at	0.6595411	2.57e-01	1.18	-7.21472	3.81e-02	283152	coiled-coil domain containing 153
4698_at	0.6595411	2.57e-01	-1.18	-7.21476	-1.38e-01	4698	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa
80724_at	0.6595411	2.57e-01	-1.18	-7.21478	-3.66e-02	80724	acyl-CoA dehydrogenase family, member 10
3005_at	0.6595411	2.57e-01	-1.18	-7.21486	-2.86e-01	3005	H1 histone family, member 0
23384_at	0.6596747	2.57e-01	-1.18	-7.21512	-2.18e-01	23384	cytospin A
64098_at	0.6600843	2.58e-01	1.18	-7.21578	2.18e-01	64098	parvin, gamma
84986_at	0.6600843	2.58e-01	-1.18	-7.21583	-3.54e-02	84986	Rho GTPase activating protein 19
22844_at	0.6600843	2.58e-01	-1.18	-7.21616	-4.58e-02	22844	FERM and PDZ domain containing 1
65123_at	0.6600843	2.58e-01	1.18	-7.21627	1.71e-01	65123	integrator complex subunit 3
9921_at	0.6600843	2.58e-01	1.18	-7.21636	6.96e-02	9921	ring finger protein 10
51107_at	0.6600843	2.58e-01	1.18	-7.21643	1.03e-01	51107	anterior pharynx defective 1 homolog A (C. elegans)
171586_at	0.6600843	2.58e-01	1.18	-7.21643	1.65e-01	171586	abhydrolase domain containing 3
1041_at	0.6600843	2.58e-01	1.18	-7.21648	6.76e-03	1041	corneodesmosin
54664_at	0.6604086	2.58e-01	-1.18	-7.21705	-2.51e-01	54664	transmembrane protein 106B
79745_at	0.6604086	2.58e-01	1.18	-7.21707	2.01e-01	79745	CAP-GLY domain containing linker protein family, member 4
22863_at	0.6605572	2.58e-01	1.18	-7.21736	1.20e-01	22863	KIAA0831
55615_at	0.6608423	2.58e-01	1.18	-7.21784	1.09e-01	55615	proline rich 5 (renal)
60685_at	0.6608423	2.58e-01	-1.18	-7.218	-8.74e-02	60685	zinc finger, AN1-type domain 3
84547_at	0.6608423	2.58e-01	-1.18	-7.21812	-1.04e-01	84547	piggyBac transposable element derived 1
8552_at	0.6608423	2.59e-01	-1.18	-7.2182	-1.97e-02	8552	inactivation escape 1 (non-protein coding)
11322_at	0.6608423	2.59e-01	1.18	-7.21823	2.81e-02	11322	transmembrane channel-like 6
7556_at	0.6613486	2.59e-01	1.18	-7.21902	4.97e-02	7556	zinc finger protein 10
23376_at	0.6613486	2.59e-01	-1.18	-7.21904	-1.64e-01	23376	KIAA0776
400798_at	0.6613696	2.59e-01	-1.18	-7.21923	-1.48e-03	400798	chromosome 1 open reading frame 220
574036_at	0.6613696	2.59e-01	1.18	-7.21928	5.00e-02	574036	chromosome 1 open reading frame 133
23212_at	0.6614755	2.59e-01	1.18	-7.21956	2.19e-01	23212	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
80726_at	0.6614755	2.59e-01	1.18	-7.21966	2.10e-01	80726	KIAA1683
144715_at	0.6614755	2.59e-01	-1.18	-7.21973	-3.18e-02	144715	RAD9 homolog B (S. pombe)
146395_at	0.6616882	2.59e-01	1.18	-7.22009	4.73e-02	146395	GSG1-like
5583_at	0.6622915	2.60e-01	1.18	-7.2212	6.80e-02	5583	protein kinase C, eta
9625_at	0.6622915	2.60e-01	1.18	-7.22121	1.53e-01	9625	apoptosis-associated tyrosine kinase
145853_at	0.6622915	2.60e-01	-1.18	-7.22124	-1.44e-01	145853	chromosome 15 open reading frame 61
100288860_at	0.6622915	2.60e-01	-1.18	-7.22124	-6.87e-02	100288860	hypothetical protein LOC100288860
27294_at	0.6622915	2.60e-01	1.18	-7.22133	4.69e-03	27294	dihydrodiol dehydrogenase (dimeric)
91351_at	0.6623427	2.60e-01	-1.18	-7.22155	-3.99e-01	91351	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like
7165_at	0.6623427	2.60e-01	1.18	-7.22172	1.27e-01	7165	tumor protein D52-like 2
23161_at	0.6623427	2.60e-01	-1.18	-7.22182	-5.57e-02	23161	sorting nexin 13
148266_at	0.6623427	2.60e-01	-1.18	-7.22187	-4.53e-02	148266	zinc finger protein 569
3242_at	0.6623427	2.60e-01	1.18	-7.22194	1.62e-01	3242	4-hydroxyphenylpyruvate dioxygenase
5834_at	0.6624432	2.60e-01	-1.18	-7.22216	-3.06e-02	5834	phosphorylase, glycogen; brain
9179_at	0.6628105	2.60e-01	-1.18	-7.2227	-1.02e-01	9179	adaptor-related protein complex 4, mu 1 subunit
5899_at	0.6628563	2.60e-01	-1.18	-7.22286	-1.35e-01	5899	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)
2799_at	0.6630134	2.60e-01	1.18	-7.22315	1.05e-01	2799	glucosamine (N-acetyl)-6-sulfatase
345611_at	0.6630164	2.60e-01	-1.18	-7.22332	-1.07e-02	345611	immunity-related GTPase family, M
9662_at	0.6630164	2.60e-01	1.18	-7.22337	6.55e-02	9662	centrosomal protein 135kDa
199920_at	0.6630325	2.60e-01	1.18	-7.22368	1.97e-01	199920	chromosome 1 open reading frame 168
7123_at	0.6630325	2.60e-01	-1.18	-7.22369	-3.20e-01	7123	C-type lectin domain family 3, member B
9815_at	0.6630325	2.60e-01	1.18	-7.22371	2.17e-02	9815	G protein-coupled receptor kinase interacting ArfGAP 2
57162_at	0.6631478	2.60e-01	1.17	-7.22396	3.76e-01	57162	pellino homolog 1 (Drosophila)
3607_at	0.6631478	2.60e-01	1.17	-7.22406	2.46e-01	3607	forkhead box K2
5156_at	0.6632582	2.61e-01	1.17	-7.2243	2.15e-01	5156	platelet-derived growth factor receptor, alpha polypeptide
57673_at	0.6633096	2.61e-01	-1.17	-7.22447	-6.28e-02	57673	BEN domain containing 3
8604_at	0.6636365	2.61e-01	1.17	-7.22504	8.14e-03	8604	solute carrier family 25 (mitochondrial carrier, Aralar), member 12
3880_at	0.6636365	2.61e-01	1.17	-7.22506	1.06e-01	3880	keratin 19
481_at	0.6637241	2.61e-01	1.17	-7.22527	1.97e-01	481	ATPase, Na+/K+ transporting, beta 1 polypeptide
54072_at	0.6637562	2.61e-01	1.17	-7.22542	2.34e-02	54072	non-protein coding RNA 158
6335_at	0.6639398	2.61e-01	1.17	-7.2258	1.20e-01	6335	sodium channel, voltage-gated, type IX, alpha subunit
348378_at	0.6639398	2.61e-01	-1.17	-7.22585	-1.60e-02	348378	family with sequence similarity 159, member A
56897_at	0.6646571	2.61e-01	1.17	-7.22686	5.95e-02	56897	Werner helicase interacting protein 1
1947_at	0.6646571	2.61e-01	-1.17	-7.22697	-2.39e-02	1947	ephrin-B1
51513_at	0.6646571	2.61e-01	-1.17	-7.227	-2.21e-02	51513	ets variant 7
25801_at	0.6648832	2.62e-01	-1.17	-7.22743	-3.15e-01	25801	grancalcin, EF-hand calcium binding protein
84944_at	0.6648832	2.62e-01	-1.17	-7.22752	-1.70e-02	84944	maelstrom homolog (Drosophila)
1767_at	0.6648832	2.62e-01	1.17	-7.22759	2.85e-02	1767	dynein, axonemal, heavy chain 5
1678_at	0.664969	2.62e-01	-1.17	-7.2279	-1.93e-01	1678	translocase of inner mitochondrial membrane 8 homolog A (yeast)
10656_at	0.664969	2.62e-01	1.17	-7.2279	1.60e-01	10656	KH domain containing, RNA binding, signal transduction associated 3
79016_at	0.6650092	2.62e-01	-1.17	-7.22806	-4.48e-02	79016	DET1 and DDB1 associated 1
8562_at	0.6650176	2.62e-01	-1.17	-7.22817	-5.49e-02	8562	density-regulated protein
9898_at	0.6651152	2.62e-01	1.17	-7.22844	2.00e-02	9898	ubiquitin associated protein 2-like
11075_at	0.6651152	2.62e-01	-1.17	-7.22864	-1.65e-01	11075	stathmin-like 2
79871_at	0.6651152	2.62e-01	-1.17	-7.22865	-5.82e-02	79871	RNA polymerase II associated protein 2
146227_at	0.6651152	2.62e-01	1.17	-7.22896	8.47e-03	146227	brain expressed, associated with Nedd4
203510_at	0.6651152	2.62e-01	1.17	-7.22899	1.34e-01	203510	similar to hCG1644442
10235_at	0.6651152	2.62e-01	1.17	-7.229	8.99e-02	10235	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
23552_at	0.6651152	2.62e-01	1.17	-7.22914	7.89e-03	23552	cyclin-dependent kinase 20
55657_at	0.6651152	2.62e-01	1.17	-7.22915	1.84e-01	55657	zinc finger protein 692
490_at	0.6651664	2.62e-01	1.17	-7.22938	2.58e-01	490	ATPase, Ca++ transporting, plasma membrane 1
9435_at	0.6651664	2.62e-01	1.17	-7.22942	7.42e-02	9435	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2
51365_at	0.6653051	2.62e-01	-1.17	-7.22969	-4.10e-01	51365	phospholipase A1 member A
5727_at	0.6653616	2.62e-01	1.17	-7.22986	1.29e-02	5727	patched homolog 1 (Drosophila)
100289509_at	0.6654169	2.63e-01	1.17	-7.23012	5.20e-02	100289509	hypothetical protein LOC100289509
150962_at	0.6654169	2.63e-01	-1.17	-7.23014	-1.12e-01	150962	pseudouridylate synthase 10
29104_at	0.6656643	2.63e-01	-1.17	-7.23057	-2.12e-01	29104	N-6 adenine-specific DNA methyltransferase 1 (putative)
83758_at	0.6656643	2.63e-01	-1.17	-7.23076	-1.68e-01	83758	retinol binding protein 5, cellular
378708_at	0.6656643	2.63e-01	-1.17	-7.2308	-2.18e-01	378708	apoptosis-inducing, TAF9-like domain 1
387644_at	0.6656643	2.63e-01	-1.17	-7.23088	-1.42e-01	387644	non-protein coding RNA 202
51136_at	0.6656643	2.63e-01	1.17	-7.23099	3.27e-01	51136	ring finger protein, transmembrane 1
25788_at	0.6656643	2.63e-01	1.17	-7.23112	7.46e-02	25788	RAD54 homolog B (S. cerevisiae)
57611_at	0.6656643	2.63e-01	1.17	-7.23118	2.13e-02	57611	immunoglobulin superfamily containing leucine-rich repeat 2
84662_at	0.6657633	2.63e-01	-1.17	-7.23151	-2.57e-02	84662	GLIS family zinc finger 2
25992_at	0.6657633	2.63e-01	1.17	-7.23151	2.50e-02	25992	sushi, nidogen and EGF-like domains 1
55089_at	0.6659883	2.63e-01	1.17	-7.23197	1.99e-01	55089	solute carrier family 38, member 4
7410_at	0.6659883	2.63e-01	1.17	-7.23198	2.06e-02	7410	vav 2 guanine nucleotide exchange factor
55070_at	0.6660221	2.63e-01	1.17	-7.23213	8.42e-02	55070	de-etiolated homolog 1 (Arabidopsis)
120071_at	0.6660441	2.63e-01	-1.17	-7.23226	-2.03e-02	120071	glycosyltransferase-like 1B
55679_at	0.6661402	2.63e-01	1.17	-7.23248	1.27e-01	55679	LIM and senescent cell antigen-like domains 2
144423_at	0.6662675	2.63e-01	1.17	-7.2328	3.48e-01	144423	glycosyltransferase 1 domain containing 1
83714_at	0.6662675	2.63e-01	1.17	-7.23284	1.56e-02	83714	nuclear receptor interacting protein 2
54106_at	0.6663991	2.64e-01	1.17	-7.2331	1.48e-03	54106	toll-like receptor 9
100128430_at	0.6665744	2.64e-01	-1.17	-7.23342	-1.45e-01	100128430	hypothetical LOC100128430
166824_at	0.6665744	2.64e-01	-1.17	-7.23361	-1.17e-01	166824	Ras association (RalGDS/AF-6) domain family member 6
4992_at	0.6665744	2.64e-01	1.17	-7.23365	5.82e-02	4992	olfactory receptor, family 1, subfamily F, member 1
7294_at	0.6665744	2.64e-01	-1.17	-7.23384	-3.47e-02	7294	TXK tyrosine kinase
199857_at	0.6665744	2.64e-01	-1.17	-7.23387	-1.34e-01	199857	asparagine-linked glycosylation 14 homolog (S. cerevisiae)
2000_at	0.6665744	2.64e-01	1.17	-7.23394	1.23e-01	2000	E74-like factor 4 (ets domain transcription factor)
2245_at	0.6667579	2.64e-01	-1.17	-7.23432	-7.58e-03	2245	FYVE, RhoGEF and PH domain containing 1
114783_at	0.6667579	2.64e-01	-1.17	-7.23443	-6.17e-02	114783	lemur tyrosine kinase 3
6157_at	0.6667579	2.64e-01	-1.17	-7.23455	-3.96e-03	6157	ribosomal protein L27a
541565_at	0.6667579	2.64e-01	1.17	-7.23476	3.60e-02	541565	chromosome 8 open reading frame 58
9681_at	0.6667579	2.64e-01	1.17	-7.23477	1.51e-01	9681	DEP domain containing 5
1759_at	0.6667579	2.64e-01	1.17	-7.23482	6.49e-02	1759	dynamin 1
286319_at	0.6667579	2.64e-01	1.17	-7.23497	1.35e-01	286319	tumor suppressor candidate 1
92400_at	0.6667579	2.64e-01	-1.17	-7.23509	-1.26e-01	92400	RNA binding motif protein 18
64327_at	0.6667579	2.64e-01	1.17	-7.23512	9.16e-02	64327	limb region 1 homolog (mouse)
8927_at	0.6667733	2.64e-01	-1.16	-7.23548	-1.43e-03	8927	bassoon (presynaptic cytomatrix protein)
9826_at	0.6667733	2.64e-01	-1.16	-7.2355	-2.04e-02	9826	Rho guanine nucleotide exchange factor (GEF) 11
728_at	0.6667733	2.64e-01	1.16	-7.23564	5.43e-01	728	complement component 5a receptor 1
55032_at	0.6667733	2.64e-01	-1.16	-7.23576	-1.39e-01	55032	solute carrier family 35, member A5
10595_at	0.6667733	2.65e-01	1.16	-7.23586	1.22e-01	10595	endoplasmic reticulum to nucleus signaling 2
9061_at	0.6667733	2.65e-01	1.16	-7.2359	1.34e-01	9061	3'-phosphoadenosine 5'-phosphosulfate synthase 1
57228_at	0.6667733	2.65e-01	-1.16	-7.23601	-1.45e-01	57228	small cell adhesion glycoprotein
5791_at	0.6667733	2.65e-01	1.16	-7.23603	4.06e-01	5791	protein tyrosine phosphatase, receptor type, E
79642_at	0.6667733	2.65e-01	-1.16	-7.2361	-1.45e-02	79642	arylsulfatase family, member J
4041_at	0.6667925	2.65e-01	1.16	-7.23631	1.87e-01	4041	low density lipoprotein receptor-related protein 5
1241_at	0.6667925	2.65e-01	-1.16	-7.23639	-1.64e-02	1241	leukotriene B4 receptor
338440_at	0.6667925	2.65e-01	1.16	-7.23644	1.87e-02	338440	anoctamin 9
84105_at	0.6668276	2.65e-01	-1.16	-7.23676	-2.32e-01	84105	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2
100287412_at	0.6668276	2.65e-01	-1.16	-7.23679	-1.63e-01	100287412	hypothetical protein LOC100287412
64184_at	0.6668276	2.65e-01	-1.16	-7.2368	-1.40e-03	64184	epididymal protein 3B
401093_at	0.6670285	2.65e-01	1.16	-7.23714	1.08e-03	401093	hypothetical LOC401093
80000_at	0.6673067	2.65e-01	1.16	-7.23756	8.43e-02	80000	growth regulation by estrogen in breast cancer-like
9098_at	0.6673727	2.65e-01	1.16	-7.23821	1.66e-02	9098	ubiquitin specific peptidase 6 (Tre-2 oncogene)
283914_at	0.6673727	2.65e-01	1.16	-7.23848	9.45e-03	283914	hypothetical protein LOC283914
84894_at	0.6673727	2.65e-01	-1.16	-7.23858	-2.82e-02	84894	leucine rich repeat and Ig domain containing 1
54461_at	0.6673727	2.65e-01	-1.16	-7.23865	-1.45e-01	54461	F-box and WD repeat domain containing 5
10622_at	0.6673727	2.66e-01	-1.16	-7.23882	-2.24e-02	10622	polymerase (RNA) III (DNA directed) polypeptide G (32kD)
5048_at	0.6673727	2.66e-01	1.16	-7.23905	1.19e-01	5048	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
51311_at	0.6673727	2.66e-01	-1.16	-7.23964	-3.90e-02	51311	toll-like receptor 8
3096_at	0.6673727	2.66e-01	1.16	-7.23984	2.81e-01	3096	human immunodeficiency virus type I enhancer binding protein 1
116844_at	0.6673727	2.66e-01	1.16	-7.23984	3.00e-01	116844	leucine-rich alpha-2-glycoprotein 1
9953_at	0.6673727	2.66e-01	1.16	-7.23986	2.99e-02	9953	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
84532_at	0.6673727	2.66e-01	-1.16	-7.24029	-1.28e-01	84532	acyl-CoA synthetase short-chain family member 1
8801_at	0.6673727	2.66e-01	-1.16	-7.24033	-8.02e-02	8801	succinate-CoA ligase, GDP-forming, beta subunit
2867_at	0.6673727	2.66e-01	1.16	-7.24043	3.34e-02	2867	free fatty acid receptor 2
6696_at	0.6673727	2.66e-01	-1.16	-7.24082	-6.64e-01	6696	secreted phosphoprotein 1
2918_at	0.6673727	2.66e-01	-1.16	-7.24095	-6.42e-02	2918	glutamate receptor, metabotropic 8
1773_at	0.6673727	2.66e-01	1.16	-7.24118	6.52e-03	1773	deoxyribonuclease I
9985_at	0.6673727	2.66e-01	1.16	-7.24129	1.31e-01	9985	REC8 homolog (yeast)
343990_at	0.6673727	2.66e-01	-1.16	-7.24145	-9.29e-03	343990	chromosome 2 open reading frame 55
9528_at	0.6673727	2.66e-01	-1.16	-7.24146	-6.70e-02	9528	transmembrane protein 59
23286_at	0.6673727	2.66e-01	-1.16	-7.24154	-2.84e-01	23286	WW and C2 domain containing 1
541578_at	0.6673727	2.67e-01	-1.16	-7.24165	-3.03e-01	541578	chromosome X open reading frame 40B
6427_at	0.6673727	2.67e-01	1.16	-7.24178	9.88e-02	6427	splicing factor, arginine/serine-rich 2
8558_at	0.6673727	2.67e-01	1.16	-7.24189	1.11e-01	8558	cyclin-dependent kinase 10
246330_at	0.6673727	2.67e-01	1.16	-7.24198	9.20e-02	246330	pellino homolog 3 (Drosophila)
116983_at	0.6673727	2.67e-01	-1.16	-7.24212	-1.04e-02	116983	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
2260_at	0.6673727	2.67e-01	1.16	-7.24213	7.98e-03	2260	fibroblast growth factor receptor 1
60684_at	0.6673727	2.67e-01	1.16	-7.24238	8.25e-02	60684	chromosome 4 open reading frame 41
93145_at	0.6673727	2.67e-01	-1.16	-7.24267	-7.25e-02	93145	olfactomedin 2
55020_at	0.6673727	2.67e-01	1.16	-7.24286	1.69e-01	55020	tetratricopeptide repeat domain 38
2825_at	0.6673727	2.67e-01	1.16	-7.24323	4.97e-02	2825	G protein-coupled receptor 1
55323_at	0.6673727	2.67e-01	-1.16	-7.24394	-8.20e-02	55323	La ribonucleoprotein domain family, member 6
164127_at	0.6673727	2.67e-01	1.16	-7.24403	1.12e-01	164127	chromosome 1 open reading frame 65
163227_at	0.6673727	2.67e-01	1.16	-7.24404	2.52e-01	163227	zinc finger protein 100
85411_at	0.6673727	2.67e-01	1.16	-7.2444	1.05e-01	85411	chromosome 6 open reading frame 114
701_at	0.6673727	2.68e-01	1.16	-7.24479	1.08e-02	701	budding uninhibited by benzimidazoles 1 homolog beta (yeast)
84868_at	0.6673727	2.68e-01	1.16	-7.24521	1.95e-01	84868	hepatitis A virus cellular receptor 2
652972_at	0.6673727	2.68e-01	1.16	-7.24583	6.24e-02	652972	chromosome 9 open reading frame 29
137835_at	0.6673727	2.68e-01	1.16	-7.24583	3.62e-01	137835	transmembrane protein 71
3755_at	0.6673727	2.68e-01	1.16	-7.24605	6.67e-02	3755	potassium voltage-gated channel, subfamily G, member 1
51291_at	0.6673727	2.68e-01	1.16	-7.24631	1.28e-02	51291	GEM interacting protein
51806_at	0.6673727	2.68e-01	1.16	-7.24642	2.68e-02	51806	calmodulin-like 5
56246_at	0.6673727	2.68e-01	-1.15	-7.24684	-2.32e-02	56246	melanocortin 2 receptor accessory protein
29092_at	0.6673727	2.68e-01	1.15	-7.24691	4.43e-01	29092	hypothetical LOC29092
221692_at	0.6673727	2.68e-01	1.15	-7.24694	1.13e-01	221692	phosphatase and actin regulator 1
642946_at	0.6673727	2.68e-01	-1.15	-7.2472	-2.60e-01	642946	hypothetical LOC642946
57491_at	0.6673727	2.69e-01	1.15	-7.24758	1.25e-02	57491	aryl-hydrocarbon receptor repressor
6620_at	0.6673727	2.69e-01	1.15	-7.24761	9.68e-03	6620	synuclein, beta
114026_at	0.6673727	2.69e-01	-1.15	-7.24766	-1.44e-03	114026	zinc finger, imprinted 3
6829_at	0.6673727	2.69e-01	1.15	-7.24783	1.10e-01	6829	suppressor of Ty 5 homolog (S. cerevisiae)
84330_at	0.6673727	2.69e-01	1.15	-7.24789	5.64e-02	84330	zinc finger protein 414
2175_at	0.6673727	2.69e-01	-1.15	-7.24824	-7.63e-03	2175	Fanconi anemia, complementation group A
29984_at	0.6673727	2.69e-01	-1.15	-7.24827	-1.39e-01	29984	ras homolog gene family, member D
9267_at	0.6673727	2.69e-01	1.15	-7.24839	8.43e-02	9267	cytohesin 1
54878_at	0.6673727	2.69e-01	1.15	-7.24842	9.07e-02	54878	dipeptidyl-peptidase 8
23070_at	0.6673727	2.69e-01	1.15	-7.24846	1.88e-01	23070	FtsJ methyltransferase domain containing 2
6198_at	0.6673727	2.69e-01	-1.15	-7.24885	-9.06e-02	6198	ribosomal protein S6 kinase, 70kDa, polypeptide 1
220202_at	0.6673727	2.69e-01	1.15	-7.2491	4.61e-02	220202	atonal homolog 7 (Drosophila)
404550_at	0.6673727	2.69e-01	-1.15	-7.24924	-4.37e-02	404550	chromosome 16 open reading frame 74
51321_at	0.6673727	2.69e-01	-1.15	-7.24925	-1.10e-01	51321	archaelysin family metallopeptidase 2
22980_at	0.6673727	2.69e-01	1.15	-7.24945	9.00e-02	22980	transcription factor 25 (basic helix-loop-helix)
309_at	0.6673727	2.69e-01	-1.15	-7.24971	-3.01e-01	309	annexin A6
732253_at	0.6673727	2.69e-01	-1.15	-7.24979	-2.39e-02	732253	testis development related protein 1
57501_at	0.6673727	2.69e-01	-1.15	-7.24994	-3.68e-03	57501	KIAA1257
3781_at	0.6673727	2.70e-01	1.15	-7.25015	1.17e-01	3781	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2
57558_at	0.6673727	2.70e-01	-1.15	-7.25035	-1.30e-01	57558	ubiquitin specific peptidase 35
5364_at	0.6673727	2.70e-01	1.15	-7.2509	1.60e-01	5364	plexin B1
116173_at	0.6673727	2.70e-01	1.15	-7.25093	3.86e-02	116173	CKLF-like MARVEL transmembrane domain containing 5
2831_at	0.6673727	2.70e-01	-1.15	-7.25097	-1.09e-01	2831	neuropeptides B/W receptor 1
51454_at	0.6673727	2.70e-01	1.15	-7.251	6.31e-02	51454	GULP, engulfment adaptor PTB domain containing 1
83868_at	0.6673727	2.70e-01	-1.15	-7.25104	-4.95e-02	83868	testis-specific transcript, Y-linked 13 (non-protein coding)
246_at	0.6673727	2.70e-01	1.15	-7.25106	1.13e-02	246	arachidonate 15-lipoxygenase
6124_at	0.6673727	2.70e-01	1.15	-7.25119	9.72e-02	6124	ribosomal protein L4
113277_at	0.6673727	2.70e-01	1.15	-7.25121	1.39e-01	113277	transmembrane protein 106A
23317_at	0.6673727	2.70e-01	-1.15	-7.25136	-3.22e-02	23317	DnaJ (Hsp40) homolog, subfamily C, member 13
6650_at	0.6673727	2.70e-01	1.15	-7.25169	6.39e-02	6650	small optic lobes homolog (Drosophila)
64393_at	0.6673727	2.70e-01	1.15	-7.25177	3.38e-01	64393	zinc finger, matrin type 3
2806_at	0.6673727	2.70e-01	-1.15	-7.25201	-2.20e-01	2806	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)
80712_at	0.6673727	2.70e-01	1.15	-7.25213	1.69e-02	80712	ESX homeobox 1
146439_at	0.6673727	2.70e-01	-1.15	-7.25242	-2.00e-02	146439	coiled-coil domain containing 64B
100288214_at	0.6673727	2.70e-01	1.15	-7.25258	4.65e-02	100288214	NA
10621_at	0.6673727	2.70e-01	-1.15	-7.25259	-1.03e-01	10621	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa
1429_at	0.6673727	2.70e-01	-1.15	-7.25274	-1.11e-01	1429	crystallin, zeta (quinone reductase)
10058_at	0.6673727	2.70e-01	1.15	-7.25279	2.94e-01	10058	ATP-binding cassette, sub-family B (MDR/TAP), member 6
733_at	0.6673727	2.70e-01	-1.15	-7.25286	-1.85e-01	733	complement component 8, gamma polypeptide
26048_at	0.6673727	2.70e-01	1.15	-7.25291	5.33e-02	26048	zinc finger protein 500
148362_at	0.6673727	2.71e-01	1.15	-7.2532	1.50e-01	148362	chromosome 1 open reading frame 58
23020_at	0.6673727	2.71e-01	1.15	-7.25327	1.37e-01	23020	small nuclear ribonucleoprotein 200kDa (U5)
51316_at	0.6673727	2.71e-01	-1.15	-7.25343	-4.08e-01	51316	placenta-specific 8
22990_at	0.6673727	2.71e-01	1.15	-7.25373	5.73e-02	22990	pecanex homolog (Drosophila)
7278_at	0.6673727	2.71e-01	-1.15	-7.2539	-7.96e-02	7278	tubulin, alpha 3c
55683_at	0.6673727	2.71e-01	-1.15	-7.25437	-6.41e-02	55683	KIAA1310
286436_at	0.6673727	2.71e-01	1.15	-7.25446	4.08e-02	286436	H2B histone family, member M
284071_at	0.6673727	2.71e-01	1.15	-7.25507	3.05e-02	284071	chromosome 17 open reading frame 104
51108_at	0.6673727	2.71e-01	-1.15	-7.25511	-2.81e-02	51108	methyltransferase like 9
3858_at	0.6673727	2.71e-01	1.15	-7.25573	1.39e-01	3858	keratin 10
57061_at	0.6673727	2.72e-01	1.15	-7.25595	7.21e-02	57061	hydatidiform mole associated and imprinted (non-protein coding)
51167_at	0.6673727	2.72e-01	-1.15	-7.25617	-1.76e-01	51167	cytochrome b5 reductase 4
3007_at	0.6673727	2.72e-01	-1.15	-7.2564	-4.24e-03	3007	histone cluster 1, H1d
10024_at	0.6673727	2.72e-01	1.15	-7.25646	1.38e-02	10024	trophinin associated protein (tastin)
145173_at	0.6673727	2.72e-01	-1.15	-7.25652	-3.55e-02	145173	beta 1,3-galactosyltransferase-like
140876_at	0.6673727	2.72e-01	1.15	-7.25656	6.03e-02	140876	family with sequence similarity 65, member C
4861_at	0.6673727	2.72e-01	-1.15	-7.257	-3.60e-02	4861	neuronal PAS domain protein 1
22918_at	0.6673727	2.72e-01	1.14	-7.25793	1.81e-01	22918	CD93 molecule
