ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
80108_at	0.6457199	0.245	-1.22	-7.17681	-0.0587		zinc finger protein 2 homolog (mouse)
27304_at	0.6464797	0.245	-1.21	-7.17784	-0.0319		molybdenum cofactor synthesis 3
4313_at	0.6464878	0.245	1.21	-7.17796	0.2		matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)
113026_at	0.6465347	0.246	1.21	-7.17814	0.00391		phospholipase C, delta 3
4093_at	0.6467688	0.246	1.21	-7.17854	0.00499		SMAD family member 9
128977_at	0.6467688	0.246	-1.21	-7.17864	-0.228		chromosome 22 open reading frame 39
283601_at	0.6468857	0.246	1.21	-7.17892	0.00291		chromosome 14 open reading frame 70
56937_at	0.6468857	0.246	1.21	-7.17901	0.016		prostate transmembrane protein, androgen induced 1
221710_at	0.6473385	0.246	-1.21	-7.1797	-0.0529		hypothetical protein LOC221710
2072_at	0.6473385	0.246	1.21	-7.17978	0.00851		excision repair cross-complementing rodent repair deficiency, complementation group 4
56548_at	0.6478254	0.246	1.21	-7.18048	0.221		carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7
5922_at	0.6479709	0.246	1.21	-7.18098	0.108		RAS p21 protein activator 2
23416_at	0.6479709	0.246	-1.21	-7.18101	-0.0289		potassium voltage-gated channel, subfamily H (eag-related), member 3
83992_at	0.6479709	0.246	-1.21	-7.18114	-0.163		cortactin binding protein 2
2979_at	0.6479709	0.246	-1.21	-7.18118	-0.00583		guanylate cyclase activator 1B (retina)
51608_at	0.6479709	0.246	-1.21	-7.18123	-0.15		golgi to ER traffic protein 4 homolog (S. cerevisiae)
2771_at	0.6480067	0.247	1.21	-7.18149	0.0911		guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2
84231_at	0.6480067	0.247	-1.21	-7.1815	-0.0646		TNF receptor-associated factor 7
383_at	0.6483682	0.247	-1.21	-7.18215	-0.0708		arginase, liver
79943_at	0.6483682	0.247	1.21	-7.18216	0.0396		zinc finger protein 696
342908_at	0.6485636	0.247	1.21	-7.1825	0.101		zinc finger protein 404
2063_at	0.6487278	0.247	-1.21	-7.18281	-0.174		nuclear receptor subfamily 2, group F, member 6
271_at	0.6487959	0.247	1.21	-7.18308	0.16		adenosine monophosphate deaminase 2
7477_at	0.6487959	0.247	-1.21	-7.18317	-0.0195		wingless-type MMTV integration site family, member 7B
57633_at	0.6487959	0.247	-1.21	-7.18331	-0.0102		leucine rich repeat neuronal 1
4237_at	0.6487959	0.247	1.21	-7.18335	0.231		microfibrillar-associated protein 2
4067_at	0.6489006	0.247	1.21	-7.1836	0.236		v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
25988_at	0.6489006	0.247	-1.21	-7.1837	-0.054		histone H4 transcription factor
79035_at	0.6489897	0.247	-1.21	-7.18392	-0.306		oligonucleotide/oligosaccharide-binding fold containing 2B
51014_at	0.6491425	0.247	-1.21	-7.18422	-0.161		transmembrane emp24 protein transport domain containing 7
4324_at	0.6491632	0.247	-1.21	-7.18435	-0.0837		matrix metallopeptidase 15 (membrane-inserted)
27020_at	0.6494487	0.248	-1.21	-7.18481	-0.0862		neuroplastin
578_at	0.64978	0.248	-1.21	-7.18532	-0.0844		BCL2-antagonist/killer 1
80199_at	0.6498076	0.248	1.21	-7.18546	0.284		fuzzy homolog (Drosophila)
9397_at	0.6502365	0.248	1.21	-7.18609	0.157		N-myristoyltransferase 2
3449_at	0.6504661	0.248	1.21	-7.18654	0.00144		interferon, alpha 16
51246_at	0.6504661	0.248	-1.21	-7.18659	-0.176		shisa homolog 5 (Xenopus laevis)
8139_at	0.6505257	0.248	-1.21	-7.18683	-0.015		gigaxonin
130355_at	0.6505257	0.248	-1.21	-7.18689	-0.273		chromosome 2 open reading frame 76
9516_at	0.6507175	0.248	1.21	-7.18723	0.304		lipopolysaccharide-induced TNF factor
84536_at	0.6516472	0.249	1.21	-7.18865	0.00527		chromosome 21 open reading frame 67
9541_at	0.6516472	0.249	-1.21	-7.18872	-0.0825		corepressor interacting with RBPJ, 1
200523_at	0.6516472	0.249	1.21	-7.18888	0.0198		chromosome 2 open reading frame 51
55038_at	0.6516472	0.249	1.21	-7.18909	0.029		cell division cycle associated 4
4618_at	0.6516472	0.249	-1.21	-7.18921	-0.0214		myogenic factor 6 (herculin)
9034_at	0.6516472	0.249	1.2	-7.18926	0.202		chemokine (C-C motif) receptor-like 2
9342_at	0.6516472	0.249	1.2	-7.1893	0.0867		synaptosomal-associated protein, 29kDa
711_at	0.6516472	0.249	-1.2	-7.18932	-0.0275		chromosome 3 open reading frame 51
100190938_at	0.6516472	0.249	1.2	-7.18953	0.0341		hypothetical LOC100190938
79441_at	0.6516472	0.249	-1.2	-7.18964	-0.112		HAUS augmin-like complex, subunit 3
6585_at	0.6516472	0.249	1.2	-7.18967	0.0524		slit homolog 1 (Drosophila)
4676_at	0.6516472	0.249	-1.2	-7.18969	-0.0892		nucleosome assembly protein 1-like 4
54587_at	0.6518256	0.249	1.2	-7.19002	0.134		matrix-remodelling associated 8
80142_at	0.6519182	0.249	-1.2	-7.19026	-0.153		prostaglandin E synthase 2
4651_at	0.6519182	0.249	1.2	-7.19042	0.0349		myosin X
10325_at	0.6519182	0.249	-1.2	-7.19046	-0.00716		Ras-related GTP binding B
29851_at	0.6519464	0.249	1.2	-7.19061	0.0236		inducible T-cell co-stimulator
57659_at	0.6520473	0.25	1.2	-7.19098	0.0891		zinc finger and BTB domain containing 4
673_at	0.6520473	0.25	1.2	-7.19098	0.0874		v-raf murine sarcoma viral oncogene homolog B1
55801_at	0.6520473	0.25	-1.2	-7.19114	-0.00291		interleukin 26
6676_at	0.6520473	0.25	-1.2	-7.19125	-0.027		sperm associated antigen 4
10584_at	0.6520473	0.25	-1.2	-7.19129	-0.189		collectin sub-family member 10 (C-type lectin)
80381_at	0.6522009	0.25	-1.2	-7.19159	-0.131		CD276 molecule
3645_at	0.652242	0.25	-1.2	-7.19191	-0.00904		insulin receptor-related receptor
728175_at	0.652242	0.25	1.2	-7.19197	0.0309		similar to MGC24125 protein
55183_at	0.652242	0.25	1.2	-7.19198	0.0598		RAP1 interacting factor homolog (yeast)
1121_at	0.652242	0.25	-1.2	-7.19208	-0.0102		choroideremia (Rab escort protein 1)
6599_at	0.6522703	0.25	1.2	-7.19223	0.0697		SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
91948_at	0.6527581	0.25	1.2	-7.19293	0.0242		hypothetical LOC91948
1415_at	0.6527581	0.25	-1.2	-7.19313	-0.0188		crystallin, beta B2
84100_at	0.6527581	0.25	-1.2	-7.19314	-0.213		ADP-ribosylation factor-like 6
54953_at	0.6528673	0.25	-1.2	-7.19339	-0.127		chromosome 1 open reading frame 27
100286909_at	0.6529104	0.25	1.2	-7.19357	0.517		hypothetical protein LOC100286909
221322_at	0.6529104	0.25	1.2	-7.19366	0.00544		chromosome 6 open reading frame 170
51691_at	0.6532198	0.251	-1.2	-7.19422	-0.153		N(alpha)-acetyltransferase 38, NatC auxiliary subunit
548645_at	0.6532198	0.251	1.2	-7.19425	0.102		DnaJ (Hsp40) homolog, subfamily C , member 25
80117_at	0.6534405	0.251	1.2	-7.19463	0.235		ADP-ribosylation factor-like 14
8503_at	0.6535721	0.251	-1.2	-7.19492	-0.00456		phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
92270_at	0.6535721	0.251	1.2	-7.19509	0.121		ATPase, H+ transporting, lysosomal accessory protein 1-like
440145_at	0.6535721	0.251	-1.2	-7.1952	-0.138		chromosome 13 open reading frame 37
24149_at	0.6535721	0.251	1.2	-7.19535	0.105		zinc finger protein 318
3818_at	0.6535721	0.251	-1.2	-7.19538	-0.16		kallikrein B, plasma (Fletcher factor) 1
126321_at	0.6535721	0.251	-1.2	-7.19545	-0.0772		chromosome 19 open reading frame 28
374887_at	0.6536466	0.251	1.2	-7.19565	0.0313		YjeF N-terminal domain containing 3
3077_at	0.65384	0.251	1.2	-7.19606	0.0572		hemochromatosis
10493_at	0.65384	0.251	1.2	-7.19611	0.158		vesicle amine transport protein 1 homolog (T. californica)
60675_at	0.6541681	0.251	1.2	-7.19661	0.293		prokineticin 2
5526_at	0.6542049	0.251	1.2	-7.19676	0.007		protein phosphatase 2, regulatory subunit B', beta
23386_at	0.6548196	0.252	-1.2	-7.19768	-0.042		NudC domain containing 3
653784_at	0.6548196	0.252	1.2	-7.19778	0.238		family with sequence similarity 128, member A
10715_at	0.6548196	0.252	1.2	-7.19783	0.0426		LAG1 homolog, ceramide synthase 1
646509_at	0.6548199	0.252	1.2	-7.19794	0.00291		hypothetical LOC646509
10238_at	0.6550524	0.252	1.2	-7.19835	0.0922		DDB1 and CUL4 associated factor 7
55340_at	0.6550524	0.252	-1.2	-7.19844	-0.157		GTPase, IMAP family member 5
89886_at	0.6556025	0.252	-1.2	-7.1992	-0.0341		SLAM family member 9
83449_at	0.6556745	0.252	1.2	-7.19943	0.00733		polyamine modulated factor 1 binding protein 1
83667_at	0.6556745	0.252	1.2	-7.19965	0.266		sestrin 2
84298_at	0.6556745	0.252	-1.2	-7.19978	-0.195		LLP homolog, long-term synaptic facilitation (Aplysia)
56658_at	0.6556745	0.252	-1.2	-7.19982	-0.102		tripartite motif-containing 39
728819_at	0.6556745	0.252	1.2	-7.19984	0.0123		hCG1645220
23137_at	0.6556929	0.253	1.2	-7.19997	0.18		structural maintenance of chromosomes 5
51224_at	0.6557258	0.253	-1.2	-7.20012	-0.041		transcription elongation factor B polypeptide 3B (elongin A2)
5650_at	0.655922	0.253	1.2	-7.20057	0.0102		kallikrein-related peptidase 7
2794_at	0.655922	0.253	1.2	-7.20058	0.195		guanine nucleotide binding protein-like 1
7168_at	0.6559305	0.253	-1.2	-7.2007	-0.0665		tropomyosin 1 (alpha)
1191_at	0.6560829	0.253	-1.19	-7.20099	-0.0571		clusterin
2052_at	0.6561177	0.253	-1.19	-7.20114	-0.134		epoxide hydrolase 1, microsomal (xenobiotic)
83695_at	0.6562375	0.253	-1.19	-7.20139	-0.0564		chromosome 12 open reading frame 32
84311_at	0.6564511	0.253	-1.19	-7.20189	-0.0427		mitochondrial ribosomal protein L45
3646_at	0.6564511	0.253	1.19	-7.20191	0.187		eukaryotic translation initiation factor 3, subunit E
23062_at	0.6564511	0.253	1.19	-7.20198	0.0175		golgi-associated, gamma adaptin ear containing, ARF binding protein 2
220929_at	0.6565045	0.253	-1.19	-7.20215	-0.0407		zinc finger protein 438
339803_at	0.6565351	0.253	-1.19	-7.2023	-0.328		hypothetical protein LOC339803
53944_at	0.6566825	0.253	1.19	-7.20259	0.0201		casein kinase 1, gamma 1
252983_at	0.656749	0.253	-1.19	-7.20277	-0.00963		syntaxin binding protein 4
56915_at	0.6569017	0.254	-1.19	-7.20311	-0.0896		exosome component 5
55135_at	0.6569017	0.254	1.19	-7.20325	0.00265		WD repeat containing, antisense to TP53
163859_at	0.6569017	0.254	1.19	-7.20337	0.108		chromosome 1 open reading frame 55
79666_at	0.6569017	0.254	1.19	-7.20342	0.171		pleckstrin homology domain containing, family F (with FYVE domain) member 2
91289_at	0.6569017	0.254	-1.19	-7.20354	-0.0932		lipase maturation factor 2
81543_at	0.6569017	0.254	1.19	-7.20362	0.00397		leucine rich repeat containing 3
5570_at	0.6569452	0.254	-1.19	-7.20378	-0.26		protein kinase (cAMP-dependent, catalytic) inhibitor beta
57623_at	0.6569751	0.254	-1.19	-7.20422	-0.0506		zinc finger and AT hook domain containing
286128_at	0.6569751	0.254	-1.19	-7.20422	-0.0691		zinc finger protein 41 homolog (mouse)
1650_at	0.6569751	0.254	-1.19	-7.20427	-0.103		dolichyl-diphosphooligosaccharide--protein glycosyltransferase
360_at	0.6569751	0.254	1.19	-7.20428	0.264		aquaporin 3 (Gill blood group)
220296_at	0.6569751	0.254	1.19	-7.20437	0.471		hepatocyte cell adhesion molecule
4439_at	0.6570867	0.254	1.19	-7.20463	0.125		mutS homolog 5 (E. coli)
58496_at	0.6570867	0.254	-1.19	-7.20472	-0.114		lymphocyte antigen 6 complex, locus G5B
4902_at	0.6571372	0.254	-1.19	-7.20489	-0.233		neurturin
55066_at	0.6571628	0.254	1.19	-7.20503	0.0227		pyruvate dehydrogenase phosphatase regulatory subunit
10896_at	0.6571959	0.254	1.19	-7.20518	0.0302		oculomedin
8358_at	0.6572083	0.254	1.19	-7.20531	0.0705		histone cluster 1, H3b
1181_at	0.6572604	0.254	-1.19	-7.20548	-0.158		chloride channel 2
54495_at	0.6573617	0.254	1.19	-7.20579	0.0962		thioredoxin-related transmembrane protein 3
1808_at	0.6573617	0.254	-1.19	-7.20595	-0.196		dihydropyrimidinase-like 2
9744_at	0.6573617	0.254	1.19	-7.20604	0.0789		ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
55630_at	0.6573617	0.254	-1.19	-7.20604	-0.153		solute carrier family 39 (zinc transporter), member 4
203547_at	0.6573996	0.255	1.19	-7.20624	0.00674		VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
654433_at	0.6573996	0.255	-1.19	-7.20636	-0.0761		hypothetical LOC654433
8664_at	0.6573996	0.255	1.19	-7.20648	0.104		eukaryotic translation initiation factor 3, subunit D
23598_at	0.6573996	0.255	1.19	-7.20656	0.0211		POZ (BTB) and AT hook containing zinc finger 1
729839_at	0.6573996	0.255	1.19	-7.20664	0.00821		DTW domain containing 2 pseudogene
10131_at	0.6574153	0.255	-1.19	-7.20697	-0.14		TNF receptor-associated protein 1
51477_at	0.6574153	0.255	1.19	-7.20705	0.0764		inositol-3-phosphate synthase 1
990_at	0.6574153	0.255	-1.19	-7.20711	-0.00534		cell division cycle 6 homolog (S. cerevisiae)
30817_at	0.6574153	0.255	1.19	-7.20717	0.125		egf-like module containing, mucin-like, hormone receptor-like 2
222234_at	0.6574153	0.255	1.19	-7.20721	0.0163		family with sequence similarity 185, member A
5411_at	0.6574159	0.255	-1.19	-7.20732	-0.162		pinin, desmosome associated protein
388011_at	0.6575858	0.255	1.19	-7.20763	0.0379		chromosome 14 open reading frame 64
401474_at	0.6576294	0.255	1.19	-7.20779	0.0212		sterile alpha motif domain containing 12
55690_at	0.6578774	0.255	1.19	-7.20822	0.0103		phosphofurin acidic cluster sorting protein 1
91689_at	0.6578774	0.255	1.19	-7.20838	0.114		chromosome 22 open reading frame 32
85495_at	0.6578774	0.255	1.19	-7.20862	0.0509		ribonuclease P RNA component H1
3375_at	0.6578774	0.255	-1.19	-7.20868	-0.0511		islet amyloid polypeptide
50862_at	0.6578774	0.255	1.19	-7.20879	0.107		ring finger protein 141
2570_at	0.6578774	0.255	-1.19	-7.20881	-0.0618		gamma-aminobutyric acid (GABA) receptor, rho 2
55280_at	0.6578774	0.255	-1.19	-7.20895	-0.0229		CWF19-like 1, cell cycle control (S. pombe)
285800_at	0.6578774	0.255	-1.19	-7.209	-0.31		proline rich 18
2352_at	0.6578774	0.256	1.19	-7.20939	0.0869		folate receptor 3 (gamma)
6636_at	0.6578774	0.256	-1.19	-7.20946	-0.131		small nuclear ribonucleoprotein polypeptide F
140733_at	0.6578774	0.256	-1.19	-7.20955	-0.103		MACRO domain containing 2
79603_at	0.6578774	0.256	-1.19	-7.20959	-0.162		LAG1 homolog, ceramide synthase 4
83955_at	0.6578774	0.256	-1.19	-7.20972	-0.11		nascent-polypeptide-associated complex alpha polypeptide pseudogene 1
255189_at	0.6578774	0.256	1.19	-7.20977	0.0169		phospholipase A2, group IVF
53630_at	0.6578774	0.256	-1.19	-7.20983	-0.0955		beta-carotene 15,15'-monooxygenase 1
81566_at	0.6578774	0.256	1.19	-7.20984	0.0205		cysteine-serine-rich nuclear protein 2
2047_at	0.6579358	0.256	1.19	-7.21011	0.0318		EPH receptor B1
5347_at	0.6579358	0.256	1.19	-7.21013	0.0496		polo-like kinase 1 (Drosophila)
3426_at	0.6584644	0.256	-1.19	-7.21086	-0.131		complement factor I
256643_at	0.6586066	0.256	-1.19	-7.21114	-0.0395		chromosome X open reading frame 23
124923_at	0.6586932	0.256	-1.19	-7.21136	-0.0301		uncharacterized serine/threonine-protein kinase SgK494
8085_at	0.6586932	0.256	1.19	-7.21146	0.0651		myeloid/lymphoid or mixed-lineage leukemia 2
89846_at	0.6588303	0.256	1.19	-7.21176	0.0223		FYVE, RhoGEF and PH domain containing 3
79827_at	0.6588303	0.256	1.19	-7.21191	0.0223		adipocyte-specific adhesion molecule
54857_at	0.6588303	0.256	1.19	-7.21195	0.0769		glycerophosphodiester phosphodiesterase domain containing 2
9529_at	0.6590049	0.257	-1.19	-7.21235	-0.0453		BCL2-associated athanogene 5
91782_at	0.6590049	0.257	1.18	-7.21252	0.171		CHMP family, member 7
4958_at	0.6590049	0.257	1.18	-7.21268	0.0569		osteomodulin
30848_at	0.6590049	0.257	1.18	-7.21275	0.0145		cancer/testis antigen 2
55653_at	0.6590049	0.257	-1.18	-7.21275	-0.00192		breast carcinoma amplified sequence 4
6723_at	0.6590049	0.257	1.18	-7.21284	0.143		spermidine synthase
23613_at	0.6590049	0.257	1.18	-7.21292	0.344		zinc finger, MYND-type containing 8
1555_at	0.6590244	0.257	1.18	-7.21313	0.258		cytochrome P450, family 2, subfamily B, polypeptide 6
9260_at	0.6590244	0.257	1.18	-7.21316	0.00194		PDZ and LIM domain 7 (enigma)
256933_at	0.6591532	0.257	-1.18	-7.21342	-0.0125		neuropeptide B
348932_at	0.6595411	0.257	1.18	-7.21415	0.0294		solute carrier family 6, member 18
79018_at	0.6595411	0.257	-1.18	-7.21423	-0.0154		chromosome 17 open reading frame 39
2328_at	0.6595411	0.257	-1.18	-7.21426	-0.0671		flavin containing monooxygenase 3
1742_at	0.6595411	0.257	-1.18	-7.21461	-0.0204		discs, large homolog 4 (Drosophila)
1606_at	0.6595411	0.257	-1.18	-7.21463	-0.00568		diacylglycerol kinase, alpha 80kDa
283152_at	0.6595411	0.257	1.18	-7.21472	0.0381		coiled-coil domain containing 153
4698_at	0.6595411	0.257	-1.18	-7.21476	-0.138		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa
80724_at	0.6595411	0.257	-1.18	-7.21478	-0.0366		acyl-CoA dehydrogenase family, member 10
3005_at	0.6595411	0.257	-1.18	-7.21486	-0.286		H1 histone family, member 0
23384_at	0.6596747	0.257	-1.18	-7.21512	-0.218		cytospin A
64098_at	0.6600843	0.258	1.18	-7.21578	0.218		parvin, gamma
84986_at	0.6600843	0.258	-1.18	-7.21583	-0.0354		Rho GTPase activating protein 19
22844_at	0.6600843	0.258	-1.18	-7.21616	-0.0458		FERM and PDZ domain containing 1
65123_at	0.6600843	0.258	1.18	-7.21627	0.171		integrator complex subunit 3
9921_at	0.6600843	0.258	1.18	-7.21636	0.0696		ring finger protein 10
51107_at	0.6600843	0.258	1.18	-7.21643	0.103		anterior pharynx defective 1 homolog A (C. elegans)
171586_at	0.6600843	0.258	1.18	-7.21643	0.165		abhydrolase domain containing 3
1041_at	0.6600843	0.258	1.18	-7.21648	0.00676		corneodesmosin
54664_at	0.6604086	0.258	-1.18	-7.21705	-0.251		transmembrane protein 106B
79745_at	0.6604086	0.258	1.18	-7.21707	0.201		CAP-GLY domain containing linker protein family, member 4
22863_at	0.6605572	0.258	1.18	-7.21736	0.12		KIAA0831
55615_at	0.6608423	0.258	1.18	-7.21784	0.109		proline rich 5 (renal)
60685_at	0.6608423	0.258	-1.18	-7.218	-0.0874		zinc finger, AN1-type domain 3
84547_at	0.6608423	0.258	-1.18	-7.21812	-0.104		piggyBac transposable element derived 1
8552_at	0.6608423	0.259	-1.18	-7.2182	-0.0197		inactivation escape 1 (non-protein coding)
11322_at	0.6608423	0.259	1.18	-7.21823	0.0281		transmembrane channel-like 6
7556_at	0.6613486	0.259	1.18	-7.21902	0.0497		zinc finger protein 10
23376_at	0.6613486	0.259	-1.18	-7.21904	-0.164		KIAA0776
400798_at	0.6613696	0.259	-1.18	-7.21923	-0.00148		chromosome 1 open reading frame 220
574036_at	0.6613696	0.259	1.18	-7.21928	0.05		chromosome 1 open reading frame 133
23212_at	0.6614755	0.259	1.18	-7.21956	0.219		RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
80726_at	0.6614755	0.259	1.18	-7.21966	0.21		KIAA1683
144715_at	0.6614755	0.259	-1.18	-7.21973	-0.0318		RAD9 homolog B (S. pombe)
146395_at	0.6616882	0.259	1.18	-7.22009	0.0473		GSG1-like
5583_at	0.6622915	0.26	1.18	-7.2212	0.068		protein kinase C, eta
9625_at	0.6622915	0.26	1.18	-7.22121	0.153		apoptosis-associated tyrosine kinase
145853_at	0.6622915	0.26	-1.18	-7.22124	-0.144		chromosome 15 open reading frame 61
100288860_at	0.6622915	0.26	-1.18	-7.22124	-0.0687		hypothetical protein LOC100288860
27294_at	0.6622915	0.26	1.18	-7.22133	0.00469		dihydrodiol dehydrogenase (dimeric)
91351_at	0.6623427	0.26	-1.18	-7.22155	-0.399		DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like
7165_at	0.6623427	0.26	1.18	-7.22172	0.127		tumor protein D52-like 2
23161_at	0.6623427	0.26	-1.18	-7.22182	-0.0557		sorting nexin 13
148266_at	0.6623427	0.26	-1.18	-7.22187	-0.0453		zinc finger protein 569
3242_at	0.6623427	0.26	1.18	-7.22194	0.162		4-hydroxyphenylpyruvate dioxygenase
5834_at	0.6624432	0.26	-1.18	-7.22216	-0.0306		phosphorylase, glycogen; brain
9179_at	0.6628105	0.26	-1.18	-7.2227	-0.102		adaptor-related protein complex 4, mu 1 subunit
5899_at	0.6628563	0.26	-1.18	-7.22286	-0.135		v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)
2799_at	0.6630134	0.26	1.18	-7.22315	0.105		glucosamine (N-acetyl)-6-sulfatase
345611_at	0.6630164	0.26	-1.18	-7.22332	-0.0107		immunity-related GTPase family, M
9662_at	0.6630164	0.26	1.18	-7.22337	0.0655		centrosomal protein 135kDa
199920_at	0.6630325	0.26	1.18	-7.22368	0.197		chromosome 1 open reading frame 168
7123_at	0.6630325	0.26	-1.18	-7.22369	-0.32		C-type lectin domain family 3, member B
9815_at	0.6630325	0.26	1.18	-7.22371	0.0217		G protein-coupled receptor kinase interacting ArfGAP 2
57162_at	0.6631478	0.26	1.17	-7.22396	0.376		pellino homolog 1 (Drosophila)
3607_at	0.6631478	0.26	1.17	-7.22406	0.246		forkhead box K2
5156_at	0.6632582	0.261	1.17	-7.2243	0.215		platelet-derived growth factor receptor, alpha polypeptide
57673_at	0.6633096	0.261	-1.17	-7.22447	-0.0628		BEN domain containing 3
8604_at	0.6636365	0.261	1.17	-7.22504	0.00814		solute carrier family 25 (mitochondrial carrier, Aralar), member 12
3880_at	0.6636365	0.261	1.17	-7.22506	0.106		keratin 19
481_at	0.6637241	0.261	1.17	-7.22527	0.197		ATPase, Na+/K+ transporting, beta 1 polypeptide
54072_at	0.6637562	0.261	1.17	-7.22542	0.0234		non-protein coding RNA 158
6335_at	0.6639398	0.261	1.17	-7.2258	0.12		sodium channel, voltage-gated, type IX, alpha subunit
348378_at	0.6639398	0.261	-1.17	-7.22585	-0.016		family with sequence similarity 159, member A
56897_at	0.6646571	0.261	1.17	-7.22686	0.0595		Werner helicase interacting protein 1
1947_at	0.6646571	0.261	-1.17	-7.22697	-0.0239		ephrin-B1
51513_at	0.6646571	0.261	-1.17	-7.227	-0.0221		ets variant 7
25801_at	0.6648832	0.262	-1.17	-7.22743	-0.315		grancalcin, EF-hand calcium binding protein
84944_at	0.6648832	0.262	-1.17	-7.22752	-0.017		maelstrom homolog (Drosophila)
1767_at	0.6648832	0.262	1.17	-7.22759	0.0285		dynein, axonemal, heavy chain 5
1678_at	0.664969	0.262	-1.17	-7.2279	-0.193		translocase of inner mitochondrial membrane 8 homolog A (yeast)
10656_at	0.664969	0.262	1.17	-7.2279	0.16		KH domain containing, RNA binding, signal transduction associated 3
79016_at	0.6650092	0.262	-1.17	-7.22806	-0.0448		DET1 and DDB1 associated 1
8562_at	0.6650176	0.262	-1.17	-7.22817	-0.0549		density-regulated protein
9898_at	0.6651152	0.262	1.17	-7.22844	0.02		ubiquitin associated protein 2-like
11075_at	0.6651152	0.262	-1.17	-7.22864	-0.165		stathmin-like 2
79871_at	0.6651152	0.262	-1.17	-7.22865	-0.0582		RNA polymerase II associated protein 2
146227_at	0.6651152	0.262	1.17	-7.22896	0.00847		brain expressed, associated with Nedd4
203510_at	0.6651152	0.262	1.17	-7.22899	0.134		similar to hCG1644442
10235_at	0.6651152	0.262	1.17	-7.229	0.0899		RAS guanyl releasing protein 2 (calcium and DAG-regulated)
23552_at	0.6651152	0.262	1.17	-7.22914	0.00789		cyclin-dependent kinase 20
55657_at	0.6651152	0.262	1.17	-7.22915	0.184		zinc finger protein 692
490_at	0.6651664	0.262	1.17	-7.22938	0.258		ATPase, Ca++ transporting, plasma membrane 1
9435_at	0.6651664	0.262	1.17	-7.22942	0.0742		carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2
51365_at	0.6653051	0.262	-1.17	-7.22969	-0.41		phospholipase A1 member A
5727_at	0.6653616	0.262	1.17	-7.22986	0.0129		patched homolog 1 (Drosophila)
100289509_at	0.6654169	0.263	1.17	-7.23012	0.052		hypothetical protein LOC100289509
150962_at	0.6654169	0.263	-1.17	-7.23014	-0.112		pseudouridylate synthase 10
29104_at	0.6656643	0.263	-1.17	-7.23057	-0.212		N-6 adenine-specific DNA methyltransferase 1 (putative)
83758_at	0.6656643	0.263	-1.17	-7.23076	-0.168		retinol binding protein 5, cellular
378708_at	0.6656643	0.263	-1.17	-7.2308	-0.218		apoptosis-inducing, TAF9-like domain 1
387644_at	0.6656643	0.263	-1.17	-7.23088	-0.142		non-protein coding RNA 202
51136_at	0.6656643	0.263	1.17	-7.23099	0.327		ring finger protein, transmembrane 1
25788_at	0.6656643	0.263	1.17	-7.23112	0.0746		RAD54 homolog B (S. cerevisiae)
57611_at	0.6656643	0.263	1.17	-7.23118	0.0213		immunoglobulin superfamily containing leucine-rich repeat 2
84662_at	0.6657633	0.263	-1.17	-7.23151	-0.0257		GLIS family zinc finger 2
25992_at	0.6657633	0.263	1.17	-7.23151	0.025		sushi, nidogen and EGF-like domains 1
55089_at	0.6659883	0.263	1.17	-7.23197	0.199		solute carrier family 38, member 4
7410_at	0.6659883	0.263	1.17	-7.23198	0.0206		vav 2 guanine nucleotide exchange factor
55070_at	0.6660221	0.263	1.17	-7.23213	0.0842		de-etiolated homolog 1 (Arabidopsis)
120071_at	0.6660441	0.263	-1.17	-7.23226	-0.0203		glycosyltransferase-like 1B
55679_at	0.6661402	0.263	1.17	-7.23248	0.127		LIM and senescent cell antigen-like domains 2
144423_at	0.6662675	0.263	1.17	-7.2328	0.348		glycosyltransferase 1 domain containing 1
83714_at	0.6662675	0.263	1.17	-7.23284	0.0156		nuclear receptor interacting protein 2
54106_at	0.6663991	0.264	1.17	-7.2331	0.00148		toll-like receptor 9
100128430_at	0.6665744	0.264	-1.17	-7.23342	-0.145		hypothetical LOC100128430
166824_at	0.6665744	0.264	-1.17	-7.23361	-0.117		Ras association (RalGDS/AF-6) domain family member 6
4992_at	0.6665744	0.264	1.17	-7.23365	0.0582		olfactory receptor, family 1, subfamily F, member 1
7294_at	0.6665744	0.264	-1.17	-7.23384	-0.0347		TXK tyrosine kinase
199857_at	0.6665744	0.264	-1.17	-7.23387	-0.134		asparagine-linked glycosylation 14 homolog (S. cerevisiae)
2000_at	0.6665744	0.264	1.17	-7.23394	0.123		E74-like factor 4 (ets domain transcription factor)
2245_at	0.6667579	0.264	-1.17	-7.23432	-0.00758		FYVE, RhoGEF and PH domain containing 1
